Id,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,weekends
0,570.0980738023003,Entire home/apt,False,False,2.0,False,0,0,10.0,98.0,1,5.301017818931809,1.5889903587574374,209.63257755897288,14.571793090483984,467.597522331187,8.372723823208341,-0.16032000000000002,51.46531,0
0,121.12232178555469,Private room,False,True,2.0,False,0,0,6.0,69.0,1,5.734116657261247,0.437093979693461,222.8822430991103,15.493413664160135,470.088502495484,8.413765094939668,-0.04975,51.5257,1
1,195.91241562595542,Private room,False,True,2.0,False,1,0,10.0,96.0,1,4.7889050473136034,1.4640504773133405,235.38584109463798,16.362587508345335,530.1335248872797,9.48846637106759,-0.08475,51.5421,1
1,297.98443048989867,Private room,False,True,2.0,True,1,0,10.0,99.0,1,2.198945521708927,0.3792620134751389,553.8917441859901,38.50162977905941,961.472137010545,17.215960911780712,-0.09683,51.50343,0
2,336.7906112561443,Private room,False,True,2.0,False,1,0,10.0,96.0,1,2.322957747905205,0.4531776111181624,428.2878485000106,29.77076361022675,959.0428386552228,17.172462297605247,-0.10554,51.52407,0
2,193.3253369082057,Private room,False,True,3.0,False,1,0,10.0,95.0,1,4.596677135559678,0.4503061902329289,268.91381200236214,18.693247480940393,548.9876101271984,9.825921644801221,-0.14585,51.54802,1
3,226.72217126461112,Private room,False,True,2.0,True,1,0,10.0,99.0,1,5.707824678781693,1.7239771225914124,195.6947438591781,13.602958803523743,452.23247225694115,8.097599780291983,-0.16575,51.46292,0
3,180.38994331945716,Private room,False,True,2.0,False,1,0,9.0,87.0,1,2.0547691488479165,0.13267048876790122,472.38131400596774,32.837066799706825,1021.2710620354164,18.27897250966716,-0.10611,51.52108,1
4,405.700980738023,Entire home/apt,False,False,3.0,False,0,1,7.0,65.0,0,4.491276914092278,0.35410752865316314,318.49146976673717,22.139583759519827,692.775411195057,12.39947274269156,-0.18797,51.49399,1
4,256.3559820315624,Private room,False,True,3.0,False,0,0,9.0,98.0,1,3.2579448035766183,0.8254171819737707,329.4770684492808,22.90231664089296,735.3272802090547,13.166648544601841,-0.12055,51.53728,0
5,354.1945953573696,Entire home/apt,False,False,2.0,False,0,1,9.0,93.0,0,4.4678940049494695,0.35074943118123925,321.86460036843016,22.374063218397247,703.0685639584909,12.583702241983968,-0.18805,51.49473,1
5,239.89275382770055,Private room,False,True,2.0,False,0,0,10.0,100.0,1,5.085729916882159,1.806218096836652,226.72496427856254,15.75990385838374,486.7370515714927,8.715433065200003,-0.17240999999999998,51.47222,0
6,430.3958230438157,Private room,False,True,2.0,True,0,1,10.0,97.0,1,1.7872951376279789,0.2538267004708661,509.09894633810455,35.38945257337911,1071.720709487221,19.181933293708198,-0.11023,51.52023,1
6,324.09040664173665,Private room,False,True,2.0,False,0,0,10.0,100.0,1,4.595054764045126,0.2968786794941081,283.44260808307234,19.70241021747569,682.1867183159497,12.215122440864393,-0.19359,51.51061,0
7,244.8317222888591,Private room,False,True,2.0,False,0,1,9.0,88.0,1,2.430836135583132,0.5467986084394321,412.05714681460563,28.64369875366591,932.6661926325268,16.693099735782663,-0.11644000000000003,51.52905,1
7,155.69510101366447,Private room,False,True,2.0,False,1,0,10.0,95.0,1,5.102453380170875,1.0137060917050809,214.26396216560983,14.893725773830301,453.6681237597737,8.123306318426883,-0.15177000000000002,51.46504,0
8,438.1570591970648,Entire home/apt,False,False,4.0,False,0,1,9.0,87.0,1,1.4904420529263622,0.12623005421528746,575.9233366037512,40.03467646759732,1454.3794232878686,26.030857511933092,-0.13621,51.52057,1
8,129.3539358874856,Private room,False,True,4.0,False,1,0,9.0,93.0,1,4.534040775924722,1.7728061057038318,257.44501437091566,17.89528862962305,541.2169732488285,9.69094152350034,-0.16972,51.47724,0
9,246.0076671605635,Entire home/apt,False,False,3.0,False,0,1,8.0,74.0,0,3.746655061028056,0.4175544687909389,332.04494703046385,23.080812730585688,761.6522854241821,13.63801972982952,-0.18085,51.51343,0
9,128.88355793880382,Private room,False,True,2.0,True,1,0,10.0,97.0,1,12.806673324361233,5.292437861989195,96.5362947792489,6.710614214139593,195.83589654253083,3.5051213163453,0.03848,51.45827,1
10,220.1368799830664,Entire home/apt,False,False,2.0,False,0,1,9.0,79.0,0,3.7898526960558754,0.3826633767284929,323.64076471845544,22.496628692153774,740.6771722269217,13.262442825389025,-0.18092,51.51536,0
10,315.62360356546486,Entire home/apt,False,False,4.0,False,1,0,8.0,89.0,2,7.7234905757944325,1.2927012180238908,158.1776951502703,10.995548273968074,331.34466159174,5.930492095202776,-0.02747,51.53871,1
11,567.0406171358686,Entire home/apt,False,False,2.0,False,0,0,10.0,98.0,1,5.301028572706388,1.588976258095192,209.6321923294737,14.572350977466801,467.6004843571319,8.369233905478712,-0.16032000000000002,51.46531,1
11,362.8965874079824,Entire home/apt,False,False,2.0,False,1,0,8.0,83.0,1,4.639112714454802,0.4955279764535284,270.0771955434705,18.77336556056282,664.5217614576372,11.898816647826454,-0.19317,51.51606,0
12,207.43667536865868,Private room,False,True,2.0,False,0,0,4.0,80.0,1,5.9452426017131925,1.7429559533001753,192.91907482832104,13.410018969093974,427.66564685184096,7.657710271672657,-0.18049,51.46636,0
12,159.69331357745952,Private room,False,True,2.0,False,0,0,10.0,98.0,1,5.502306364285009,0.7306343033203792,197.2479413583301,13.711473410242293,415.4599840137468,7.436009800883476,-0.12619,51.45888,1
