Id,realSum,room_type,host_is_superhost,cleanliness_rating,bedrooms,lng,lat,weekends,Ciudad
97,1376.7487638553653,Entire home/apt,True,10.0,2,4.88707,52.39019,1,amsterdam
97,295.0343308415157,Entire home/apt,False,9.0,1,4.894430000000001,52.41516,0,amsterdam
98,415.4852014154149,Entire home/apt,True,10.0,1,4.92022,52.41538,1,amsterdam
98,344.2457760176224,Entire home/apt,False,7.0,0,4.91979,52.33963,0,amsterdam
99,467.0400487427648,Entire home/apt,True,10.0,1,4.89185,52.3555,1,amsterdam
99,3004.9445785391235,Entire home/apt,False,9.0,4,4.88478,52.38683,0,amsterdam
100,630.3751786844141,Entire home/apt,True,10.0,2,4.97726,52.32542,1,amsterdam
100,539.2168350010546,Entire home/apt,False,10.0,1,4.90733,52.34038,0,amsterdam
101,251.91573125864133,Private room,True,10.0,1,4.945930000000001,52.37431,1,amsterdam
101,460.9472031495325,Private room,True,10.0,1,4.888,52.369,0,amsterdam
102,1376.514423640241,Entire home/apt,True,10.0,2,4.88707,52.39019,0,amsterdam
102,405.87725259531794,Private room,True,10.0,1,4.90441,52.36167,1,amsterdam
103,415.4852014154149,Entire home/apt,True,10.0,1,4.92022,52.41538,0,amsterdam
103,264.33576266023016,Private room,False,10.0,0,4.91,52.405,1,amsterdam
104,215.12431748412348,Private room,True,10.0,1,4.945930000000001,52.37431,0,amsterdam
104,897.0543434958875,Entire home/apt,True,10.0,1,4.89575,52.357040000000005,1,amsterdam
105,393.4572211937291,Private room,True,10.0,1,4.90441,52.36167,0,amsterdam
105,295.0343308415157,Private room,False,9.0,1,4.89496,52.379,1,amsterdam
106,467.0400487427648,Entire home/apt,False,10.0,1,4.87254,52.371970000000005,1,amsterdam
106,232.23115318819865,Private room,False,10.0,0,4.91,52.405,0,amsterdam
107,744.7332036650811,Entire home/apt,False,10.0,0,4.86068,52.35961,1,amsterdam
107,774.2600707707451,Entire home/apt,True,10.0,1,4.89575,52.357040000000005,0,amsterdam
108,275.34975277107304,Private room,True,10.0,1,4.8684,52.36252,1,amsterdam
108,291.0505471844023,Private room,False,9.0,1,4.89496,52.379,0,amsterdam
109,604.5977550207392,Entire home/apt,True,10.0,1,4.90042,52.35691,0,amsterdam
109,568.9780423218428,Private room,True,10.0,2,4.86873,52.37932,1,amsterdam
110,424.1557893750147,Entire home/apt,False,10.0,1,4.90867,52.34474,1,amsterdam
110,467.0400487427648,Entire home/apt,False,10.0,1,4.87254,52.371970000000005,0,amsterdam
111,675.8371804185317,Entire home/apt,True,10.0,1,4.89768,52.36257,1,amsterdam
111,744.4988634499567,Entire home/apt,False,10.0,0,4.86068,52.35961,0,amsterdam
112,250.74403018301973,Private room,True,10.0,1,4.8684,52.36252,0,amsterdam
112,909.4743748974762,Entire home/apt,True,10.0,2,4.89072,52.34974,1,amsterdam
113,264.1014224451058,Private room,True,10.0,1,4.85345,52.38147,1,amsterdam
113,544.1379795186652,Private room,True,10.0,2,4.86873,52.37932,0,amsterdam
114,196.6114404893024,Private room,True,10.0,1,4.99394,52.299240000000005,1,amsterdam
114,424.1557893750147,Entire home/apt,False,10.0,1,4.90867,52.34474,0,amsterdam
115,700.442903006585,Entire home/apt,True,9.0,2,4.82065,52.37422,1,amsterdam
115,675.6028402034074,Entire home/apt,True,10.0,1,4.89768,52.36257,0,amsterdam
116,307.22002202798024,Private room,False,10.0,1,4.94913,52.37407,1,amsterdam
116,909.4743748974762,Entire home/apt,True,10.0,2,4.89072,52.34974,0,amsterdam
117,264.1014224451058,Private room,True,10.0,1,4.85345,52.38147,0,amsterdam
117,675.8371804185317,Entire home/apt,False,10.0,1,4.9399,52.36333,1,amsterdam
118,196.6114404893024,Private room,True,10.0,1,4.99394,52.299240000000005,0,amsterdam
118,516.2514939188715,Entire home/apt,False,9.0,1,4.93871,52.369,1,amsterdam
119,496.8012560635531,Entire home/apt,True,10.0,1,4.89046,52.38738,1,amsterdam
119,700.442903006585,Entire home/apt,True,9.0,2,4.82065,52.37422,0,amsterdam
120,442.66866636983576,Entire home/apt,False,10.0,1,4.91029,52.362390000000005,1,amsterdam
120,307.22002202798024,Private room,True,10.0,1,4.94913,52.37407,0,amsterdam
121,1155.5316007780095,Entire home/apt,True,10.0,2,4.89004,52.35151,1,amsterdam
121,528.2028448902116,Private room,False,10.0,1,4.92111,52.338640000000005,0,amsterdam
122,1473.7656129168329,Entire home/apt,True,10.0,3,4.89025,52.38431,1,amsterdam
122,675.6028402034074,Entire home/apt,False,10.0,1,4.9399,52.36333,0,amsterdam
123,675.6028402034074,Entire home/apt,True,10.0,1,4.897,52.35577,0,amsterdam
123,780.3529163639773,Entire home/apt,False,10.0,1,4.89006,52.3475,1,amsterdam
124,276.52145384669467,Private room,True,10.0,1,4.78696,52.34881,1,amsterdam
124,515.7828134886229,Entire home/apt,False,9.0,1,4.93871,52.369,0,amsterdam
125,442.66866636983576,Entire home/apt,False,10.0,1,4.91029,52.362390000000005,0,amsterdam
125,587.7252595317883,Entire home/apt,False,10.0,2,4.8824,52.3878,1,amsterdam
126,430.24863496824696,Entire home/apt,False,10.0,1,4.85952,52.3759,1,amsterdam
126,596.1615072762637,Entire home/apt,False,10.0,3,4.892469999999999,52.35585,0,amsterdam
127,1175.2161788484525,Entire home/apt,False,9.0,3,4.89051,52.35474,1,amsterdam
127,920.4883650083192,Entire home/apt,True,10.0,3,4.89025,52.38431,0,amsterdam
128,718.9557800014061,Entire home/apt,False,10.0,1,4.89006,52.3475,0,amsterdam
128,798.6314531436741,Entire home/apt,False,8.0,2,4.89001,52.37271,1,amsterdam
129,3638.131839805029,Entire home/apt,False,10.0,3,4.90355,52.37202,1,amsterdam
129,276.52145384669467,Private room,True,10.0,1,4.78696,52.34881,0,amsterdam
130,479.4600801443536,Entire home/apt,False,9.0,1,4.92243,52.371190000000006,1,amsterdam
130,988.2126871792468,Entire home/apt,False,9.0,3,4.89051,52.35474,0,amsterdam
131,934.0800974855296,Entire home/apt,True,10.0,1,4.879,52.379,1,amsterdam
131,270.4286082534624,Private room,True,10.0,1,4.893,52.351000000000006,0,amsterdam
132,798.6314531436741,Entire home/apt,False,8.0,2,4.89001,52.37271,0,amsterdam
132,484.14688444684,Private room,False,8.0,1,4.8914800000000005,52.37501,1,amsterdam
133,706.7700888149416,Entire home/apt,True,10.0,1,4.88362,52.36566,1,amsterdam
133,3637.6631593747807,Entire home/apt,False,10.0,3,4.90355,52.37202,0,amsterdam
134,639.0457666440138,Entire home/apt,False,10.0,2,4.88431,52.38885,1,amsterdam
134,479.4600801443536,Entire home/apt,False,9.0,1,4.92243,52.371190000000006,0,amsterdam
135,934.0800974855296,Entire home/apt,True,10.0,1,4.879,52.379,0,amsterdam
135,639.0457666440138,Private room,True,10.0,2,4.87948,52.37836,1,amsterdam
136,1020.082956436154,Entire home/apt,True,9.0,2,4.89297,52.36075,1,amsterdam
136,639.0457666440138,Entire home/apt,False,10.0,2,4.88431,52.38885,0,amsterdam
137,1192.3230145525274,Entire home/apt,False,10.0,2,4.88651,52.37819,1,amsterdam
137,1474.9373139924544,Private room,True,10.0,2,4.87948,52.37836,0,amsterdam
